"codigo","classe","descricao","kcal","proteina_g","carboidratos_g","gorduras_g","fibras_g","sodio_mg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0253T","Leguminosas e derivados","Omelete vegano, grãomelete (farinha de grão de bico, água, tomate, cheiro verde, c/ óleo de girassol, c/ sal),","155","7.61","21.7","2.55","7.47","213","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0717F","Carnes e derivados","Carne, frango, inteiro, à milanesa (ovo e farinha de rosca), frita (c/ óleo de soja), s/ sal (média de amostras c/ e s/ pele), Gallus gallus,","285","21.4","5.98","19.4","0.38","113","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0576A","Cereais e derivados","Lasanha, legumes, (massa com farinha trigo, c/ vegetais - cenoura, vagem, abobrinha, muçarela, c/ molho de tomate (tomate, c/ óleo, cebola e alho) c/ sal,","94","3.14","15","1.99","1.64","203","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0424N","Alimentos para fins especiais","Papa de feijão carioca, batata doce, abóbora cabotian (japonesa) e cenoura, c/ caldo de frango, c/ cebola e óleo de soja, s/ sal,","76","2.91","7.27","2.99","4.18","2.32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0586N","Alimentos para fins especiais","Papa de carne moída bovina (patinho), feijão carioca, batata, abóbora (jerimum) e cenoura, c/ caldo de carne, c/ cebola e óleo de soja, c/ sal,","110","12.2","3.94","4.64","1.86","119","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0997A","Cereais e derivados","Arroz de leite, (arroz integral, leite integral, c/ óleo, cebola e alho, c/ sal),","104","2.58","17","2.51","1.61","204","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0662N","Alimentos para fins especiais","Papa de carne bovina moída (acém), fubá e espinafre, c/ caldo de carne, c/ cebola e azeite de oliva, s/ sal,","129","10.8","7.22","6.1","1.15","149","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0014J","Ovos e derivados","Ovo, galinha, integral, desidratada, pasteurizada,","554","44","9","38","0","660","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C1063B","Vegetais e derivados","Quiabada, c/ charque bovino (carne seca, carne de sol, jaba),  c/ linguiça calabresa, c/ sal, (quiabo, charque bovino (carne seca, carne de sol, jaba), linguiça calabresa, tomate, pimentão, coentro, cominho, salsinha e cebolinha, c/ óleo de soja, cebola e alho, c/ sal),","123","10.5","2.92","6.88","1.89","691","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0042G","Leite e derivados","Leite, vaca, integral, em pó, enriquecido c/ vitaminas A e E,","501","25.4","39.2","26.9","0","323","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0487F","Carnes e derivados","Entrevero de pinhão, c/ sal, (pinhão, carne bovina e suína, bacon, linguiça, pimentão verde e vermelho, tomate, molho shoyu, c/ óleo, cebola e alho, c/ sal),","221","15.5","11.8","11.6","3.66","326","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0236F","Carnes e derivados","Carne, frango, peito, s/ pele, frita (c/ óleo de soja), s/ sal,","188","30.4","0","7.36","0","47.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0332N","Alimentos para fins especiais","Papa de carne bovina (músculo), feijão preto, batata baroa (mandioquinha, salsa) e abóbora cabotian (japonesa), c/ caldo de frango, c/ cebola e azeite de oliva, c/ sal,","107","10.6","5.52","4.21","2.11","119","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0241C","Frutas e derivados","Suco natural, carambola, s/ açúcar,","19","0.35","3.78","0.07","0.81","1.64","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0166A","Cereais e derivados","Pastel, c/ recheio de carne, frito, caseiro, (massa - farinha de trigo, margarina, água e sal, carne moída refogada, c/ óleo, cebola e alho, c/ sal, frito (c/ óleo de soja)),","395","10.1","42.8","20.1","0.99","1039","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C1164A","Cereais e derivados","Panqueca nordestina, Bruaca, (farinha de trigo, leite, açúcar, extrato de baunilha, fermento químico, c/ manteiga),","182","5.55","52.3","3.56","1.03","229","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0975B","Vegetais e derivados","Salada, acelga, c/ molho vinagrete (tomate, cebola, salsa, vinagre, azeite de oliva), c/ sal,","30","1.38","3.61","0.92","1.1","129","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0519B","Vegetais e derivados","Salada, couve crua, c/ molho de salada - salsa, suco de limão, azeite de oliva, c/ sal,","58","2.74","1.59","3.84","2.94","61.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0152F","Carnes e derivados","Carne, peru, coxa, s/ pele, crua, Meleagris gallopavo,","133","16.5","0.07","7.43","0","67.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0056F","Carnes e derivados","Carne, boi, bucho, cru, Bos taurus,","132","20.5","0","5.5","0","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0100E","Pescados e Frutos do mar","Peixe, água doce, Tucunaré, filé, congelado, cozido, s/ óleo, s/ sal, Cichla monoculus,","111","23","0","2.11","0","256","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C1074A","Cereais e derivados","Pão, c/ farinha de trigo, vegano, caseiro, (farinha de trigo, água, açúcar, óleo de soja, fermento biológico e sal),","339","7.79","58.1","7.98","1.81","201","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0093N","Alimentos para fins especiais","Refresco em pó, não preparado, diet,","327","0.45","81.3","0.04","0.1","404","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0117C","Frutas e derivados","Suco natural, melancia e acerola, s/ açúcar,","22","0.51","4.46","0.1","0.4","0.12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0189T","Leguminosas e derivados","Molho, soja, shoyu (média de diferentes tipos),","59","3.47","9.91","0.24","1.75","5024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0589N","Alimentos para fins especiais","Papa de carne moída bovina (patinho), feijão carioca, batata, abóbora (jerimum) e cenoura, c/ caldo de carne, c/ cebola e azeite de oliva, s/ sal,","110","12.2","3.96","4.64","1.87","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0075K","Produtos açucarados","Sagu, framboesa, mistura p/, preparada,","128","0","32","0","0","0.36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0749B","Vegetais e derivados","Sopa/creme, espinafre, c/ sal, (espinafre, c/ caldo de vegetais, c/ molho branco (farinha de trigo, manteiga e leite), c/ óleo e cebola, c/ sal),","50","1.72","3.75","2.86","1","207","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0191F","Carnes e derivados","Linguiça, tipo calabresa, fininha, Seara,","256","18","1","20","0","839","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0612A","Cereais e derivados","Macarrão, trigo, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ peito de frango, queijo parmesão, c/ óleo, cebola e alho, c/ sal,","139","7.76","18.4","3.54","1.16","388","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0234A","Cereais e derivados","Macarrão, trigo, integral, c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal,","114","4.27","19.1","1.5","3.32","82.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0615B","Vegetais e derivados","Salada, alface americana, tomate, palmito, azeitona preta, s/ óleo, s/ sal,","52","1.27","1.28","3.87","2.45","434","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0198T","Leguminosas e derivados","Feijoada, c/ sal, (feijão preto, carnes suínas (orelha, rabo, pé, costela dessalgada, lombo), toucinho defumado (bacon), paio, linguiça, c/ óleo de soja, cebola, alho, c/ sal),","131","9.55","6.62","6.21","5.13","456","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0534A","Cereais e derivados","Arroz com nozes, c/ arroz integral, c/ sal, (arroz integral, c/ noz, c/ óleo, cebola e alho, c/ sal),","204","4.22","18.9","11.7","2.94","1.22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0100K","Produtos açucarados","Suspiro, merengue, caseiro,","377","5","89.3","0","0","78","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C1078B","Vegetais e derivados","Colorífico, urucum, corante colorau, pó, Bixa orellana L.,","318","8.67","40.9","6.14","32.1","12.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0269B","Vegetais e derivados","Abóbora, moranga, s/ casca, cozida, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ salsa, c/ pimenta-do-reino, s/ sal, Curcubita spp.,","33","1.42","2.42","1.34","2.58","93.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0564F","Carnes e derivados","Lagarto recheado com presunto e queijo, (carne, boi, lagarto, cozida, c/ presunto e queijo, c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal),","187","23.8","1.23","9.52","0.51","280","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0446F","Carnes e derivados","Carne, boi, patinho, s/ gordura, grelhada, c/ molho de mostarda (creme de leite, suco de limão e mostarda), s/ sal,","208","29","2.36","9.22","0.03","106","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0083G","Leite e derivados","Vitamina, leite de vaca integral c/ banana, mamão e maçã, c/ açúcar,","90","1.72","16.9","1.59","0.69","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0012H","Bebidas","Bebida, chá, lata/garrafa, pêssego,","34","0","8.44","0","0","2.31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0252T","Leguminosas e derivados","Hómus, c/ grão de bico, s/ sal, (grão de bico, tahini (pasta de gergelim), azeite de oliva, salsinha e cebolinha, suco de limão, pimenta do reino, s/ sal),","275","7.65","11.4","20.7","6.67","20.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0799B","Vegetais e derivados","Hortelã, in natura, Mentha spicata,","40","3.29","1.6","0.73","6.8","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C1060B","Vegetais e derivados","Cúrcuma, em pó, Curcuma longa,","291","9.68","44.4","3.25","22.7","27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0047J","Ovos e derivados","Ovos Benedict, c/ presunto, s/ sal, (pão forma tradicional, ovo cozido, presunto, molho holandês, salsa, c/ pimenta-do-reino, s/ sal),","221","10.1","13.5","13.9","0.77","455","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
